,spy,europe,eurusd,is_trading_day
2018-10-23,273.61,51.88,1.1469,1
2018-10-24,265.32,50.41,1.13989,1
2018-10-25,270.08,51.1,1.13738,1
2018-10-26,265.33,50.85,1.14,1
2018-10-29,263.86,50.9,1.13728,1
2018-10-30,267.77,51.36,1.13428,1
2018-10-31,270.63,51.78,1.13168,1
2018-11-01,273.51,52.62,1.14042,1
2018-11-02,271.89,52.67,1.1387,1
2018-11-05,273.39,52.66,1.14081,1
2018-11-06,275.12,52.77,1.14192,1
2018-11-07,281.01,53.48,1.143,1
2018-11-08,280.5,52.83,1.13638,1
2018-11-09,277.76,52.59,1.1333,1
2018-11-12,272.57,51.48,1.12193,1
2018-11-13,272.06,51.85,1.12988,1
2018-11-14,270.2,51.97,1.13133,1
2018-11-15,273.02,51.87,1.13229,1
2018-11-16,273.73,51.85,1.1418,1
2018-11-19,269.1,51.39,1.14524,1
2018-11-20,264.12,50.44,1.13666,1
2018-11-21,265.02,51.18,1.13841,1
2018-11-22,265.02,51.18,1.14031,1
2018-11-23,263.25,50.75,1.13365,1
2018-11-26,267.5,51.57,1.13303,1
2018-11-27,268.4,51.28,1.12938,1
2018-11-28,274.58,52.01,1.13676,1
2018-11-29,273.98,51.76,1.1388,1
2018-11-30,275.65,51.43,1.13192,1
2018-12-03,279.3,52.04,1.13536,1
2018-12-04,270.25,50.78,1.13406,1
2018-12-05,270.25,50.78,1.13472,1
2018-12-06,269.84,50.15,1.13769,1
2018-12-07,263.57,49.66,1.13892,1
2018-12-10,264.07,49.23,1.135,1
2018-12-11,264.13,49.41,1.13194,1
2018-12-12,265.46,50.32,1.13708,1
2018-12-13,265.37,50.2,1.13565,1
2018-12-14,260.47,49.45,1.1307,1
2018-12-17,255.36,48.98,1.13472,1
2018-12-18,255.08,49.01,1.137,1
2018-12-19,251.26,48.67,1.13798,1
2018-12-20,247.17,48.45,1.14482,1
2018-12-21,240.7,47.87,1.1367,1
2018-12-24,234.34,46.99,1.14,1
2018-12-25,234.34,46.99,1.14063,1
2018-12-26,246.18,48.16,1.13552,1
2018-12-27,248.07,47.94,1.14291,1
2018-12-28,247.75,48.4,1.14415,1
2018-12-31,249.92,48.62,1.1466,1
2019-01-01,249.92,48.62,1.14609,1
2019-01-02,250.18,48.35,1.13369,1
2019-01-03,244.21,47.99,1.13932,1
2019-01-04,252.39,49.43,1.13942,1
2019-01-07,254.38,49.65,1.14751,1
2019-01-08,256.77,50.05,1.14404,1
2019-01-09,257.97,50.68,1.15482,1
2019-01-10,258.88,50.74,1.14972,1
2019-01-11,258.98,50.53,1.1464,1
2019-01-14,257.4,50.28,1.14659,1
2019-01-15,260.35,50.34,1.14057,1
2019-01-16,260.98,50.43,1.13946,1
2019-01-17,262.96,50.64,1.13873,1
2019-01-18,266.46,51.24,1.136,1
2019-01-21,266.46,51.24,1.13696,1
2019-01-22,262.86,50.57,1.13626,1
2019-01-23,263.41,50.96,1.13797,1
2019-01-24,263.55,50.89,1.13013,1
2019-01-25,265.78,51.44,1.1405,1
2019-01-28,263.76,51.2,1.14273,1
2019-01-29,263.41,51.46,1.1434,1
2019-01-30,267.58,51.93,1.148,1
2019-01-31,269.93,51.87,1.14459,1
2019-02-01,270.06,51.93,1.14537,1
2019-02-04,271.96,52.07,1.14349,1
2019-02-05,273.1,52.53,1.1404,1
2019-02-06,272.74,52.34,1.13676,1
2019-02-07,270.14,51.56,1.13419,1
2019-02-08,270.47,51.37,1.1321,1
2019-02-11,270.62,51.28,1.1277,1
2019-02-12,274.1,51.85,1.13292,1
2019-02-13,274.99,51.83,1.12561,1
2019-02-14,274.38,51.83,1.12945,1
2019-02-15,277.37,52.63,1.1294,1
2019-02-18,277.37,52.63,1.13096,1
2019-02-19,277.85,52.92,1.13388,1
2019-02-20,278.41,53.18,1.13448,1
2019-02-21,277.42,52.94,1.1336,1
2019-02-22,279.14,53.13,1.13344,1
2019-02-25,279.52,53.24,1.13593,1
2019-02-26,279.32,53.64,1.13928,1
2019-02-27,279.2,53.42,1.1372,1
2019-02-28,278.68,53.51,1.13709,1
2019-03-01,280.42,53.89,1.1362,1
2019-03-04,279.4,53.67,1.13355,1
2019-03-05,279.02,53.74,1.12988,1
2019-03-06,277.33,53.63,1.1308,1
2019-03-07,275.01,52.78,1.11909,1
2019-03-08,274.46,52.81,1.12347,1
2019-03-11,278.44,53.25,1.1263,1
2019-03-12,279.49,53.23,1.12894,1
2019-03-13,281.34,53.86,1.13372,1
2019-03-14,281.16,54.07,1.13056,1
2019-03-15,281.31,54.66,1.1324,1
2019-03-18,282.33,54.89,1.13344,1
2019-03-19,282.4,55.07,1.13534,1
2019-03-20,281.55,55.13,1.14202,1
2019-03-21,284.73,54.9,1.1375,1
2019-03-22,279.25,53.62,1.13,1
2019-03-25,279.04,53.32,1.13144,1
2019-03-26,281.12,53.5,1.12752,1
2019-03-27,279.65,53.63,1.12493,1
2019-03-28,280.71,53.36,1.12281,1
2019-03-29,282.48,53.61,1.1217,1
2019-04-01,285.83,54.31,1.12061,1
2019-04-02,285.97,54.54,1.12041,1
2019-04-03,286.42,55.04,1.12418,1
2019-04-04,287.18,54.89,1.12215,1
2019-04-05,288.57,55.04,1.1212,1
2019-04-08,288.79,55.1,1.12562,1
2019-04-09,287.31,54.78,1.12663,1
2019-04-10,288.29,55.01,1.1275,1
2019-04-11,288.21,55.03,1.1258,1
2019-04-12,290.16,55.39,1.12984,1
2019-04-15,289.97,55.49,1.13021,1
2019-04-16,290.16,55.53,1.128,1
2019-04-17,289.45,55.72,1.12983,1
2019-04-18,290.02,55.57,1.12365,1
2019-04-19,290.02,55.57,1.12449,1
2019-04-22,290.27,55.62,1.12597,1
2019-04-23,292.88,55.56,1.12216,1
2019-04-24,292.23,55.21,1.11577,1
2019-04-25,292.05,55.12,1.11368,1
2019-04-26,293.41,55.24,1.1149,1
2019-04-29,293.87,55.47,1.1184,1
2019-04-30,294.02,55.71,1.12109,1
2019-05-01,291.81,55.26,1.12032,1
2019-05-02,291.18,55.07,1.11745,1
2019-05-03,294.03,55.63,1.11933,1
2019-05-06,292.82,55.11,1.1198,1
2019-05-07,287.93,54.09,1.11927,1
2019-05-08,287.53,54.36,1.11974,1
2019-05-09,286.66,54.03,1.12188,1
2019-05-10,288.1,54.45,1.12379,1
2019-05-13,280.86,53.15,1.12308,1
2019-05-14,283.4,53.66,1.12069,1
2019-05-15,285.06,53.9,1.1206,1
2019-05-16,287.7,54.36,1.11737,1
2019-05-17,285.84,54.01,1.11581,1
2019-05-20,283.95,53.64,1.11679,1
2019-05-21,286.51,54.03,1.11633,1
2019-05-22,285.63,53.84,1.11564,1
2019-05-23,282.14,53.2,1.1182,1
2019-05-24,282.78,53.82,1.1202,1
2019-05-27,282.78,53.82,1.11931,1
2019-05-28,280.15,53.22,1.11652,1
2019-05-29,278.27,52.75,1.1137,1
2019-05-30,279.03,53.03,1.11328,1
2019-05-31,275.27,52.55,1.11686,1
2019-06-03,274.57,52.92,1.1245,1
2019-06-04,280.53,53.59,1.12524,1
2019-06-05,282.96,53.57,1.12279,1
2019-06-06,284.8,53.85,1.12773,1
2019-06-07,287.65,54.56,1.1333,1
2019-06-10,288.97,54.64,1.13146,1
2019-06-11,288.9,54.99,1.13278,1
2019-06-12,288.39,54.63,1.12925,1
2019-06-13,289.58,54.69,1.12779,1
2019-06-14,289.26,54.24,1.12089,1
2019-06-17,289.37,53.22,1.1221,1
2019-06-18,292.4,54.04,1.1195,1
2019-06-19,293.06,54.26,1.12357,1
2019-06-20,295.86,54.76,1.1291,1
2019-06-21,294.0,54.72,1.13685,1
2019-06-24,293.64,54.84,1.13971,1
2019-06-25,290.76,54.43,1.13655,1
2019-06-26,290.47,54.52,1.13729,1
2019-06-27,291.5,54.53,1.13681,1
2019-06-28,293.0,54.9,1.13733,1
2019-07-01,295.66,55.1,1.12858,1
2019-07-02,296.43,55.21,1.12898,1
2019-07-03,298.8,55.64,1.12872,1
2019-07-04,298.8,55.64,1.12862,1
2019-07-05,298.46,55.08,1.12245,1
2019-07-08,296.82,54.82,1.1216,1
2019-07-09,297.19,54.59,1.12056,1
2019-07-10,298.61,54.76,1.12594,1
2019-07-11,299.31,54.73,1.12564,1
2019-07-12,300.65,54.75,1.127,1
2019-07-15,300.75,54.83,1.12609,1
2019-07-16,299.78,54.65,1.12105,1
2019-07-17,297.74,54.52,1.12268,1
2019-07-18,298.83,54.76,1.12491,1
2019-07-19,297.17,54.45,1.12211,1
2019-07-22,297.9,54.57,1.12085,1
2019-07-23,300.03,54.9,1.11518,1
2019-07-24,301.44,54.88,1.114,1
2019-07-25,300.0,54.36,1.11462,1
2019-07-26,302.01,54.57,1.11278,1
2019-07-29,301.46,54.65,1.11465,1
2019-07-30,300.72,53.79,1.11577,1
2019-07-31,297.43,53.47,1.1079,1
2019-08-01,294.84,53.26,1.10781,1
2019-08-02,292.62,52.77,1.11083,1
2019-08-05,283.82,51.65,1.12245,1
2019-08-06,287.8,51.93,1.12012,1
2019-08-07,287.97,52.13,1.1205,1
2019-08-08,293.62,52.6,1.11853,1
2019-08-09,291.62,52.35,1.1197,1
2019-08-12,288.07,51.97,1.12143,1
2019-08-13,292.55,52.39,1.11739,1
2019-08-14,283.9,50.9,1.11438,1
2019-08-15,284.65,50.89,1.11099,1
2019-08-16,288.85,51.55,1.109,1
2019-08-19,292.33,51.93,1.10813,1
2019-08-20,290.09,51.67,1.1099,1
2019-08-21,292.45,52.28,1.1091,1
2019-08-22,292.36,52.18,1.1082,1
2019-08-23,284.85,51.56,1.11431,1
2019-08-26,288.0,51.9,1.10994,1
2019-08-27,286.87,51.93,1.10911,1
2019-08-28,288.89,51.84,1.1083,1
2019-08-29,292.58,52.35,1.10577,1
2019-08-30,292.45,52.59,1.0989,1
2019-09-02,292.45,52.59,1.09662,1
2019-09-03,290.74,52.38,1.09709,1
2019-09-04,294.04,53.25,1.10337,1
2019-09-05,297.82,53.51,1.1035,1
2019-09-06,298.05,53.66,1.10289,1
2019-09-09,298.2,53.68,1.10487,1
2019-09-10,298.13,53.74,1.1048,1
2019-09-11,300.25,54.03,1.10102,1
2019-09-12,301.29,54.38,1.10581,1
2019-09-13,301.09,54.55,1.1071,1
2019-09-16,300.16,54.04,1.10048,1
2019-09-17,300.92,54.27,1.1071,1
2019-09-18,301.1,54.24,1.10313,1
2019-09-19,301.08,54.41,1.10447,1
2019-09-20,298.28,54.22,1.1017,1
2019-09-23,298.21,54.08,1.09952,1
2019-09-24,295.87,53.46,1.10188,1
2019-09-25,297.62,53.15,1.09491,1
2019-09-26,297.0,53.42,1.09201,1
2019-09-27,295.4,53.42,1.09394,1
2019-09-30,296.77,53.61,1.08983,1
2019-10-01,293.24,53.02,1.09312,1
2019-10-02,288.06,51.7,1.09594,1
2019-10-03,290.42,52.08,1.09719,1
2019-10-04,294.35,52.5,1.0975,1
2019-10-07,293.08,52.5,1.09719,1
2019-10-08,288.53,51.9,1.09582,1
2019-10-09,291.27,52.35,1.09847,1
2019-10-10,293.24,52.84,1.10071,1
2019-10-11,296.28,53.98,1.1035,1
2019-10-14,295.95,53.78,1.10276,1
2019-10-15,298.88,54.47,1.10326,1
2019-10-16,298.4,54.54,1.10747,1
2019-10-17,299.28,54.8,1.11244,1
2019-10-18,297.97,54.86,1.1182,1
2019-10-21,299.99,55.11,1.11495,1
2019-10-22,299.01,54.88,1.11306,1
2019-10-23,299.88,55.2,1.11321,1
2019-10-24,300.37,55.34,1.11034,1
2019-10-25,301.6,55.33,1.10799,1
2019-10-28,303.3,55.61,1.10978,1
2019-10-29,303.21,55.54,1.11117,1
2019-10-30,304.14,55.84,1.11528,1
2019-10-31,303.33,55.67,1.11514,1
2019-11-01,306.14,56.09,1.1164,1
2019-11-04,307.37,56.37,1.11218,1
2019-11-05,307.03,56.25,1.1075,1
2019-11-06,307.1,56.22,1.10673,1
2019-11-07,308.18,56.34,1.10491,1
2019-11-08,308.94,56.28,1.10189,1
2019-11-11,308.35,56.27,1.10314,1
2019-11-12,309.0,56.23,1.10109,1
2019-11-13,309.1,56.13,1.1008,1
2019-11-14,309.55,56.09,1.10217,1
2019-11-15,311.79,56.44,1.10512,1
2019-11-18,312.02,56.53,1.10714,1
2019-11-19,311.93,56.44,1.10774,1
2019-11-20,310.77,56.08,1.1076,1
2019-11-21,310.27,56.01,1.1061,1
2019-11-22,310.96,56.1,1.1022,1
2019-11-25,313.37,56.56,1.10137,1
2019-11-26,314.08,56.63,1.10234,1
2019-11-27,315.48,56.73,1.10054,1
2019-11-28,315.48,56.73,1.1009,1
2019-11-29,314.31,56.39,1.10173,1
2019-12-02,311.64,56.06,1.10762,1
2019-12-03,309.55,55.8,1.10816,1
2019-12-04,311.46,56.3,1.1078,1
2019-12-05,312.02,56.31,1.11039,1
2019-12-06,314.87,56.76,1.10564,1
2019-12-09,313.88,56.51,1.10647,1
2019-12-10,313.53,56.56,1.10929,1
2019-12-11,314.42,56.86,1.11328,1
2019-12-12,317.13,57.3,1.11834,1
2019-12-13,317.32,57.89,1.11223,1
2019-12-16,319.5,58.64,1.11372,1
2019-12-17,319.57,58.22,1.11527,1
2019-12-18,319.59,58.11,1.1115,1
2019-12-19,320.9,58.18,1.11237,1
2019-12-20,320.73,58.24,1.10768,1
2019-12-23,321.22,58.12,1.10899,1
2019-12-24,321.23,58.09,1.10877,1
2019-12-25,321.23,58.09,1.1091,1
2019-12-26,322.94,58.38,1.10953,1
2019-12-27,322.86,58.65,1.11754,1
2019-12-30,321.08,58.19,1.11989,1
2019-12-31,321.86,58.6,1.12129,1
2020-01-01,321.86,58.6,1.12145,1
2020-01-02,324.87,59.09,1.11713,1
2020-01-03,322.41,58.35,1.11598,1
2020-01-06,323.64,58.57,1.11955,1
2020-01-07,322.73,58.28,1.11477,1
2020-01-08,324.45,58.43,1.11097,1
2020-01-09,326.65,58.49,1.1106,1
2020-01-10,325.71,58.21,1.112,1
2020-01-13,327.95,58.5,1.11352,1
2020-01-14,327.45,58.54,1.1126,1
2020-01-15,328.19,58.56,1.11517,1
2020-01-16,330.92,58.84,1.11368,1
2020-01-17,331.95,59.07,1.1088,1
2020-01-20,331.95,59.07,1.10964,1
2020-01-21,331.3,58.64,1.10824,1
2020-01-22,331.34,58.7,1.1092,1
2020-01-23,331.72,58.46,1.10554,1
2020-01-24,328.77,58.25,1.10251,1
2020-01-27,323.5,57.05,1.1018,1
2020-01-28,326.89,57.64,1.10217,1
2020-01-29,326.62,57.71,1.1009,1
2020-01-30,327.68,57.68,1.10309,1
2020-01-31,321.73,56.79,1.10917,1
2020-02-03,324.12,56.81,1.10588,1
2020-02-04,329.06,57.76,1.10443,1
2020-02-05,332.86,58.33,1.09995,1
2020-02-06,333.98,58.43,1.098,1
2020-02-07,332.2,57.87,1.0944,1
2020-02-10,334.68,58.05,1.091,1
2020-02-11,335.26,58.48,1.09187,1
2020-02-12,337.42,58.84,1.08714,1
2020-02-13,337.06,58.45,1.08399,1
2020-02-14,337.6,58.46,1.08301,1
2020-02-17,337.6,58.46,1.08364,1
2020-02-18,336.73,58.21,1.07942,1
2020-02-19,338.34,58.59,1.08082,1
2020-02-20,336.95,58.24,1.07868,1
2020-02-21,333.48,58.05,1.08471,1
2020-02-24,322.42,55.55,1.08519,1
2020-02-25,312.65,54.29,1.08804,1
2020-02-26,311.5,54.34,1.0882,1
2020-02-27,297.51,52.65,1.10024,1
2020-02-28,296.26,52.27,1.10289,1
2020-03-02,309.09,53.14,1.11388,1
2020-03-03,300.24,52.69,1.1169,1
2020-03-04,312.86,54.51,1.11332,1
2020-03-05,302.46,52.67,1.1231,1
2020-03-06,297.46,51.95,1.1285,1
2020-03-09,274.23,47.47,1.14381,1
2020-03-10,288.42,49.15,1.1307,1
2020-03-11,274.36,46.33,1.12583,1
2020-03-12,248.11,41.08,1.11757,1
2020-03-13,269.32,43.64,1.1105,1
2020-03-16,239.85,38.5,1.11677,1
2020-03-17,252.8,40.11,1.1015,1
2020-03-18,240.0,37.15,1.09326,1
2020-03-19,240.51,38.06,1.06635,1
2020-03-20,228.8,37.54,1.06929,1
2020-03-23,222.95,37.1,1.07449,1
2020-03-24,243.15,40.46,1.081,1
2020-03-25,246.79,41.99,1.08806,1
2020-03-26,261.2,44.05,1.10343,1
2020-03-27,253.42,42.59,1.114,1
2020-03-30,261.65,43.3,1.10414,1
2020-03-31,257.75,43.28,1.1023,1
2020-04-01,246.15,41.38,1.09555,1
2020-04-02,251.83,42.17,1.08495,1
2020-04-03,248.19,41.29,1.08124,1
2020-04-06,264.86,43.33,1.07849,1
2020-04-07,265.13,43.59,1.0892,1
2020-04-08,274.03,44.25,1.0859,1
2020-04-09,278.2,45.36,1.09262,1
2020-04-10,278.2,45.36,1.09317,1
2020-04-13,275.66,44.74,1.09146,1
2020-04-14,283.79,45.5,1.0983,1
2020-04-15,277.76,43.64,1.0901,1
2020-04-16,279.1,43.77,1.08601,1
2020-04-17,286.64,45.25,1.08735,1
2020-04-20,281.59,44.6,1.08641,1
2020-04-21,273.04,43.69,1.08537,1
2020-04-22,279.1,44.39,1.08229,1
2020-04-23,279.08,44.12,1.07798,1
2020-04-24,282.97,44.74,1.08242,1
2020-04-27,287.05,45.33,1.08285,1
2020-04-28,285.73,45.55,1.0823,1
2020-04-29,293.21,46.93,1.08745,1
2020-04-30,290.48,46.07,1.0943,1
2020-05-01,282.79,45.11,1.09798,1
2020-05-04,283.57,45.09,1.0904,1
2020-05-05,286.19,44.93,1.08437,1
2020-05-06,284.25,44.64,1.0797,1
2020-05-07,287.68,45.42,1.08376,1
2020-05-08,292.44,46.19,1.08379,1
2020-05-11,292.5,45.94,1.0809,1
2020-05-12,286.67,45.36,1.08516,1
2020-05-13,281.6,44.79,1.08181,1
2020-05-14,284.97,44.39,1.08027,1
2020-05-15,286.28,44.47,1.08179,1
2020-05-18,295.0,46.48,1.09158,1
2020-05-19,291.97,45.79,1.09234,1
2020-05-20,296.93,46.86,1.0978,1
2020-05-21,294.88,46.44,1.09502,1
2020-05-22,295.44,46.38,1.09,1
2020-05-25,295.44,46.38,1.08944,1
2020-05-26,299.08,47.63,1.09817,1
2020-05-27,303.53,48.21,1.10125,1
2020-05-28,302.97,48.71,1.10734,1
2020-05-29,304.32,48.76,1.11069,1
2020-06-01,305.55,49.86,1.1131,1
2020-06-02,308.08,50.41,1.1172,1
2020-06-03,312.18,51.81,1.1231,1
2020-06-04,311.36,51.8,1.13211,1
2020-06-05,319.34,52.73,1.12873,1
2020-06-08,323.2,53.37,1.1293,1
2020-06-09,320.79,52.42,1.1338,1
2020-06-10,319.0,52.19,1.1376,1
2020-06-11,300.61,49.13,1.12985,1
2020-06-12,304.21,50.06,1.12601,1
2020-06-15,307.05,50.54,1.1329,1
2020-06-16,312.96,51.09,1.12583,1
2020-06-17,311.66,51.25,1.12444,1
2020-06-18,311.78,50.88,1.12089,1
2020-06-19,308.64,50.61,1.1176,1
2020-06-22,310.62,50.98,1.12727,1
2020-06-23,312.05,51.29,1.13078,1
2020-06-24,304.09,49.85,1.12522,1
2020-06-25,307.35,50.63,1.12211,1
2020-06-26,300.05,49.78,1.12176,1
2020-06-29,304.46,50.35,1.12488,1
2020-06-30,308.36,50.33,1.1235,1
2020-07-01,310.52,50.71,1.12521,1
2020-07-02,312.23,51.19,1.124,1
2020-07-03,312.23,51.19,1.12464,1
2020-07-06,317.05,52.1,1.13099,1
2020-07-07,313.78,51.3,1.12733,1
2020-07-08,316.18,51.96,1.133,1
2020-07-09,314.38,51.21,1.12868,1
2020-07-10,317.59,51.7,1.12961,1
2020-07-13,314.84,51.4,1.13448,1
2020-07-14,318.92,52.26,1.1408,1
2020-07-15,321.85,52.88,1.141,1
2020-07-16,320.79,52.71,1.13841,1
2020-07-17,321.72,53.03,1.14253,1
2020-07-20,324.32,53.46,1.14462,1
2020-07-21,325.01,53.59,1.15316,1
2020-07-22,326.86,53.92,1.15696,1
2020-07-23,322.96,53.41,1.1601,1
2020-07-24,320.88,53.02,1.1656,1
2020-07-27,323.22,53.62,1.1763,1
2020-07-28,321.17,53.35,1.17198,1
2020-07-29,325.12,54.05,1.17899,1
2020-07-30,323.96,53.3,1.18479,1
2020-07-31,326.52,52.17,1.1771,1
2020-08-03,328.79,53.2,1.1758,1
2020-08-04,330.06,53.38,1.17979,1
2020-08-05,332.11,53.72,1.1872,1
2020-08-06,334.33,53.78,1.1881,1
2020-08-07,334.57,53.51,1.1787,1
2020-08-10,335.57,53.6,1.174,1
2020-08-11,332.8,53.81,1.1742,1
2020-08-12,337.44,54.98,1.17873,1
2020-08-13,336.83,54.72,1.1817,1
2020-08-14,336.84,54.16,1.18408,1
2020-08-17,337.91,54.64,1.18726,1
2020-08-18,338.64,54.58,1.19393,1
2020-08-19,337.23,54.33,1.1851,1
2020-08-20,338.28,54.22,1.1865,1
2020-08-21,339.48,53.8,1.17958,1
2020-08-24,342.92,54.6,1.17936,1
2020-08-25,344.12,54.65,1.18327,1
2020-08-26,347.57,55.14,1.1835,1
2020-08-27,348.33,54.49,1.1817,1
2020-08-28,350.58,54.92,1.19008,1
2020-08-31,349.31,54.42,1.1937,1
2020-09-01,352.6,54.36,1.1917,1
2020-09-02,357.7,55.18,1.18526,1
2020-09-03,345.39,53.76,1.1845,1
2020-09-04,342.57,53.99,1.18389,1
2020-09-07,342.57,53.99,1.18157,1
2020-09-08,333.21,53.19,1.17667,1
2020-09-09,339.79,54.46,1.18078,1
2020-09-10,333.89,53.71,1.18196,1
2020-09-11,334.06,54.19,1.18453,1
2020-09-14,338.46,54.37,1.1865,1
2020-09-15,340.17,54.76,1.1847,1
2020-09-16,338.82,54.71,1.18152,1
2020-09-17,335.84,54.82,1.18422,1
2020-09-18,330.65,54.38,1.1839,1
2020-09-21,326.97,52.39,1.1769,1
2020-09-22,330.3,52.27,1.17057,1
2020-09-23,322.64,51.51,1.16588,1
2020-09-24,323.5,51.54,1.1668,1
2020-09-25,328.73,51.69,1.163,1
2020-09-28,334.19,52.65,1.16618,1
2020-09-29,332.37,52.6,1.1739,1
2020-09-30,334.89,52.43,1.17223,1
2020-10-01,337.04,52.84,1.17432,1
2020-10-02,333.84,52.82,1.1716,1
2020-10-05,339.76,53.77,1.17806,1
2020-10-06,334.93,53.03,1.1732,1
2020-10-07,340.76,53.48,1.17628,1
2020-10-08,343.78,53.98,1.17574,1
2020-10-09,346.85,54.5,1.1826,1
2020-10-12,352.43,54.87,1.1814,1
2020-10-13,350.13,54.0,1.1744,1
2020-10-14,347.93,53.85,1.1747,1
2020-10-15,347.5,53.02,1.1709,1
2020-10-16,347.29,53.41,1.17158,1
2020-10-19,342.01,53.16,1.17666,1
2020-10-20,343.38,53.58,1.18221,1
2020-10-21,342.73,53.0,1.18579,1
2020-10-22,344.61,53.02,1.18196,1
2020-10-23,345.78,53.51,1.1859,1
2020-10-26,339.39,52.24,1.1809,1
2020-10-27,338.22,51.57,1.17871,1
2020-10-28,326.66,49.58,1.1746,1
2020-10-29,329.98,49.75,1.16741,1
2020-10-30,326.54,49.59,1.16459,1
2020-11-02,330.2,50.3,1.16402,1
2020-11-03,336.03,51.79,1.17133,1
2020-11-04,343.54,52.51,1.16721,1
2020-11-05,350.24,53.79,1.18267,1
2020-11-06,350.16,53.97,1.18716,1
2020-11-09,354.56,55.55,1.18126,1
2020-11-10,354.04,56.36,1.18136,1
2020-11-11,356.67,56.85,1.18236,1
2020-11-12,353.21,56.08,1.18039,1
2020-11-13,358.1,56.96,1.1835,1
2020-11-16,362.57,57.56,1.18498,1
2020-11-17,360.62,57.55,1.18612,1
2020-11-18,356.28,57.23,1.18525,1
2020-11-19,357.78,57.63,1.18743,1
2020-11-20,355.33,57.6,1.18544,1
2020-11-23,357.46,57.54,1.18392,1
2020-11-24,363.22,58.43,1.18898,1
2020-11-25,362.66,58.44,1.19151,1
2020-11-26,362.66,58.44,1.19121,1
2020-11-27,363.67,58.71,1.1962,1
2020-11-30,362.06,57.72,1.19245,1
2020-12-01,366.02,59.18,1.20685,1
2020-12-02,366.79,59.13,1.21132,1
2020-12-03,366.69,59.31,1.2143,1
2020-12-04,369.85,59.84,1.21202,1
2020-12-07,369.09,59.49,1.21078,1
2020-12-08,370.17,59.7,1.2101,1
2020-12-09,366.85,59.67,1.2133,1
2020-12-10,366.73,59.61,1.21355,1
2020-12-11,366.3,59.21,1.21121,1
2020-12-14,364.66,59.28,1.21431,1
2020-12-15,369.59,60.09,1.21505,1
2020-12-16,370.17,60.38,1.2198,1
2020-12-17,372.24,60.88,1.22659,1
2020-12-18,369.18,60.56,1.2255,1
2020-12-21,367.86,59.36,1.2243,1
2020-12-22,367.24,59.25,1.2161,1
2020-12-23,367.57,60.04,1.21852,1
2020-12-24,369.0,60.19,1.21844,1
2020-12-25,369.0,60.19,1.21832,1
2020-12-28,372.17,60.6,1.2216,1
2020-12-29,371.46,61.04,1.22475,1
2020-12-30,371.99,60.96,1.2296,1
2020-12-31,373.88,60.24,1.22138,1
2021-01-01,373.88,60.24,1.22138,1
2021-01-04,368.79,61.02,1.22461,1
2021-01-05,371.33,61.57,1.22957,1
2021-01-06,373.55,62.3,1.23242,1
2021-01-07,379.1,62.49,1.22688,1
2021-01-08,381.26,62.78,1.2197,1
2021-01-11,378.69,61.79,1.21495,1
2021-01-12,378.77,62.08,1.22052,1
2021-01-13,379.79,61.89,1.21565,1
2021-01-14,378.46,62.33,1.21515,1
2021-01-15,375.7,61.25,1.20749,1
2021-01-18,375.7,61.25,1.20745,1
2021-01-19,378.65,61.8,1.2128,1
2021-01-20,383.89,62.19,1.21044,1
2021-01-21,384.24,62.42,1.21595,1
2021-01-22,382.88,61.97,1.21702,1
2021-01-25,384.39,61.57,1.21385,1
2021-01-26,383.79,61.82,1.21593,1
2021-01-27,374.41,60.35,1.21075,1
2021-01-28,377.63,60.87,1.21201,1
2021-01-29,370.07,59.7,1.21362,1
2021-02-01,376.23,60.48,1.2059,1
2021-02-02,381.55,61.12,1.2042,1
2021-02-03,381.85,61.18,1.20348,1
2021-02-04,386.19,61.23,1.1962,1
2021-02-05,387.71,61.63,1.2043,1
2021-02-08,390.51,61.8,1.20458,1
2021-02-09,390.25,62.16,1.2117,1
2021-02-10,390.08,61.88,1.21176,1
2021-02-11,390.71,62.37,1.21295,1
2021-02-12,392.64,62.75,1.21177,1
2021-02-15,392.64,62.75,1.21268,1
2021-02-16,392.3,63.35,1.21061,1
2021-02-17,392.39,62.69,1.20372,1
2021-02-18,390.72,62.51,1.20891,1
2021-02-19,390.03,62.64,1.21167,1
2021-02-22,387.03,62.45,1.21551,1
2021-02-23,387.5,62.48,1.21486,1
2021-02-24,391.77,62.99,1.21664,1
2021-02-25,382.33,61.94,1.2174,1
2021-02-26,380.36,61.24,1.20704,1
2021-03-01,389.58,62.31,1.20492,1
2021-03-02,386.54,62.52,1.209,1
2021-03-03,381.42,62.1,1.20634,1
2021-03-04,376.7,61.37,1.19688,1
2021-03-05,383.63,61.8,1.19079,1
2021-03-08,381.72,61.72,1.1846,1
2021-03-09,387.17,62.68,1.18995,1
2021-03-10,389.58,63.1,1.19287,1
2021-03-11,393.53,63.68,1.19839,1
2021-03-12,394.06,63.64,1.19516,1
2021-03-15,396.41,63.55,1.1927,1
2021-03-16,395.91,63.63,1.19008,1
2021-03-17,397.26,63.96,1.198,1
2021-03-18,391.48,63.17,1.19124,1
2021-03-19,389.48,63.21,1.1904,1
2021-03-22,392.59,63.16,1.19325,1
2021-03-23,389.5,62.24,1.1849,1
2021-03-24,387.52,62.13,1.18117,1
2021-03-25,389.7,62.45,1.1768,1
2021-03-26,395.98,63.28,1.17928,1
2021-03-29,395.78,63.04,1.17656,1
2021-03-30,394.73,63.1,1.17179,1
